,number,value,datetime_start,datetime_complete,duration,params_activation,params_dropout,params_layers,params_shrink,state
171,171,0.41822293400764465,2026-03-13 23:16:00.173018,2026-03-13 23:16:13.650653,0 days 00:00:13.477635,tanh,0.0,3,0.65,COMPLETE
172,172,0.4733865261077881,2026-03-13 23:16:13.817681,2026-03-13 23:16:27.337578,0 days 00:00:13.519897,tanh,0.0,3,0.65,COMPLETE
173,173,0.42061835527420044,2026-03-13 23:16:27.501458,2026-03-13 23:16:40.877725,0 days 00:00:13.376267,tanh,0.0,3,0.65,COMPLETE
174,174,0.4500686526298523,2026-03-13 23:16:41.049756,2026-03-13 23:16:54.598641,0 days 00:00:13.548885,tanh,0.0,3,0.65,COMPLETE
175,175,0.4664068818092346,2026-03-13 23:16:54.767706,2026-03-13 23:17:08.278373,0 days 00:00:13.510667,tanh,0.0,3,0.65,COMPLETE
176,176,0.45453137159347534,2026-03-13 23:17:08.407909,2026-03-13 23:17:21.900066,0 days 00:00:13.492157,tanh,0.0,3,0.65,COMPLETE
177,177,0.4883435368537903,2026-03-13 23:17:22.049096,2026-03-13 23:17:35.554102,0 days 00:00:13.505006,tanh,0.0,3,0.65,COMPLETE
178,178,0.46377119421958923,2026-03-13 23:17:35.733133,2026-03-13 23:17:49.251579,0 days 00:00:13.518446,tanh,0.05,3,0.65,COMPLETE
179,179,0.4529417157173157,2026-03-13 23:17:49.411108,2026-03-13 23:18:03.312886,0 days 00:00:13.901778,tanh,0.0,3,0.65,COMPLETE
180,180,0.48248982429504395,2026-03-13 23:18:03.467816,2026-03-13 23:18:16.902992,0 days 00:00:13.435176,tanh,0.0,3,0.7,COMPLETE
181,181,0.44766855239868164,2026-03-13 23:18:17.076134,2026-03-13 23:18:30.638531,0 days 00:00:13.562397,tanh,0.0,3,0.6,COMPLETE
182,182,0.4355950355529785,2026-03-13 23:18:30.790558,2026-03-13 23:18:44.370353,0 days 00:00:13.579795,tanh,0.0,4,0.65,COMPLETE
183,183,0.4381726086139679,2026-03-13 23:18:44.536390,2026-03-13 23:18:58.221364,0 days 00:00:13.684974,tanh,0.0,3,0.65,COMPLETE
184,184,0.4323585033416748,2026-03-13 23:18:58.387890,2026-03-13 23:19:11.999566,0 days 00:00:13.611676,tanh,0.0,3,0.6,COMPLETE
185,185,0.4631046950817108,2026-03-13 23:19:12.165801,2026-03-13 23:19:25.604936,0 days 00:00:13.439135,tanh,0.0,3,0.6,COMPLETE
186,186,0.4730331003665924,2026-03-13 23:19:25.762944,2026-03-13 23:19:39.089470,0 days 00:00:13.326526,tanh,0.0,3,0.65,COMPLETE
187,187,0.47562435269355774,2026-03-13 23:19:39.248567,2026-03-13 23:19:52.702664,0 days 00:00:13.454097,relu,0.0,3,0.55,COMPLETE
188,188,0.46970677375793457,2026-03-13 23:19:52.867207,2026-03-13 23:20:06.553172,0 days 00:00:13.685965,tanh,0.05,3,0.7,COMPLETE
189,189,0.43157967925071716,2026-03-13 23:20:06.687738,2026-03-13 23:20:20.022274,0 days 00:00:13.334536,tanh,0.0,3,0.6,COMPLETE
190,190,0.49267202615737915,2026-03-13 23:20:20.188160,2026-03-13 23:20:33.661668,0 days 00:00:13.473508,tanh,0.0,3,0.6,COMPLETE
191,191,0.45245012640953064,2026-03-13 23:20:33.824835,2026-03-13 23:20:47.344524,0 days 00:00:13.519689,tanh,0.0,3,0.6,COMPLETE
192,192,0.4384266436100006,2026-03-13 23:20:47.488051,2026-03-13 23:21:00.731633,0 days 00:00:13.243582,tanh,0.0,3,0.6,COMPLETE
193,193,0.5136557817459106,2026-03-13 23:21:00.911169,2026-03-13 23:21:14.638019,0 days 00:00:13.726850,tanh,0.0,3,0.65,COMPLETE
194,194,0.4021270275115967,2026-03-13 23:21:14.794079,2026-03-13 23:21:28.259603,0 days 00:00:13.465524,tanh,0.0,3,0.6,COMPLETE
195,195,0.4329092502593994,2026-03-13 23:21:28.414128,2026-03-13 23:21:41.881317,0 days 00:00:13.467189,tanh,0.0,3,0.6,COMPLETE
196,196,0.4806075096130371,2026-03-13 23:21:42.039337,2026-03-13 23:21:55.478917,0 days 00:00:13.439580,tanh,0.0,3,0.6,COMPLETE
197,197,0.6460548639297485,2026-03-13 23:21:55.637937,2026-03-13 23:22:09.134890,0 days 00:00:13.496953,sigmoid,0.05,3,0.55,COMPLETE
198,198,0.4238649308681488,2026-03-13 23:22:09.247361,2026-03-13 23:22:22.710356,0 days 00:00:13.462995,tanh,0.0,3,0.6,COMPLETE
199,199,0.6420668363571167,2026-03-13 23:22:22.872440,2026-03-13 23:22:36.877061,0 days 00:00:14.004621,tanh,0.0,6,0.6,COMPLETE
200,200,0.43516167998313904,2026-03-13 23:22:37.040097,2026-03-13 23:22:50.432169,0 days 00:00:13.392072,tanh,0.0,3,0.55,COMPLETE
201,201,0.4411796033382416,2026-03-13 23:22:50.619216,2026-03-13 23:23:03.906909,0 days 00:00:13.287693,tanh,0.0,3,0.6,COMPLETE
202,202,0.4415077567100525,2026-03-13 23:23:04.071935,2026-03-13 23:23:17.466065,0 days 00:00:13.394130,tanh,0.0,3,0.6,COMPLETE
203,203,0.4621219038963318,2026-03-13 23:23:17.629595,2026-03-13 23:23:31.278000,0 days 00:00:13.648405,tanh,0.0,3,0.6,COMPLETE
204,204,0.4879661202430725,2026-03-13 23:23:31.452681,2026-03-13 23:23:44.922522,0 days 00:00:13.469841,tanh,0.0,3,0.6,COMPLETE
205,205,0.42285582423210144,2026-03-13 23:23:45.072578,2026-03-13 23:23:58.593685,0 days 00:00:13.521107,tanh,0.0,3,0.5,COMPLETE
206,206,0.43700823187828064,2026-03-13 23:23:58.768061,2026-03-13 23:24:12.220736,0 days 00:00:13.452675,tanh,0.0,3,0.7,COMPLETE
207,207,0.5262483358383179,2026-03-13 23:24:12.379772,2026-03-13 23:24:25.565821,0 days 00:00:13.186049,tanh,0.0,2,0.5,COMPLETE
208,208,0.5642058849334717,2026-03-13 23:24:25.728847,2026-03-13 23:24:39.376451,0 days 00:00:13.647604,tanh,0.0,3,0.5,COMPLETE
209,209,0.45911893248558044,2026-03-13 23:24:39.538990,2026-03-13 23:24:53.275313,0 days 00:00:13.736323,tanh,0.05,4,0.5,COMPLETE
210,210,0.5349703431129456,2026-03-13 23:24:53.434771,2026-03-13 23:25:06.848795,0 days 00:00:13.414024,tanh,0.0,3,0.5,COMPLETE
211,211,0.4474800229072571,2026-03-13 23:25:06.992388,2026-03-13 23:25:20.328835,0 days 00:00:13.336447,tanh,0.0,3,0.6,COMPLETE
212,212,0.4548949599266052,2026-03-13 23:25:20.492354,2026-03-13 23:25:34.106499,0 days 00:00:13.614145,tanh,0.0,3,0.6,COMPLETE
213,213,0.45411768555641174,2026-03-13 23:25:34.258579,2026-03-13 23:25:47.586473,0 days 00:00:13.327894,tanh,0.0,3,0.65,COMPLETE
214,214,0.4652312397956848,2026-03-13 23:25:47.757503,2026-03-13 23:26:01.079396,0 days 00:00:13.321893,tanh,0.0,3,0.7,COMPLETE
215,215,0.4402832090854645,2026-03-13 23:26:01.248526,2026-03-13 23:26:14.634042,0 days 00:00:13.385516,tanh,0.0,3,0.55,COMPLETE
216,216,0.4634728729724884,2026-03-13 23:26:14.811567,2026-03-13 23:26:28.440276,0 days 00:00:13.628709,tanh,0.0,3,0.6,COMPLETE
217,217,0.4988568425178528,2026-03-13 23:26:28.604311,2026-03-13 23:26:42.260792,0 days 00:00:13.656481,tanh,0.0,3,0.65,COMPLETE
218,218,0.42730697989463806,2026-03-13 23:26:42.423359,2026-03-13 23:26:56.112184,0 days 00:00:13.688825,tanh,0.0,4,0.6,COMPLETE
219,219,0.5524705648422241,2026-03-13 23:26:56.280324,2026-03-13 23:27:09.869134,0 days 00:00:13.588810,relu,0.0,4,0.55,COMPLETE
220,220,0.46225234866142273,2026-03-13 23:27:10.032705,2026-03-13 23:27:23.669653,0 days 00:00:13.636948,tanh,0.0,4,0.65,COMPLETE
221,221,0.45318612456321716,2026-03-13 23:27:23.831682,2026-03-13 23:27:37.395901,0 days 00:00:13.564219,tanh,0.0,4,0.6,COMPLETE
222,222,0.4423174560070038,2026-03-13 23:27:37.549937,2026-03-13 23:27:51.052229,0 days 00:00:13.502292,tanh,0.0,4,0.6,COMPLETE
223,223,0.42997148633003235,2026-03-13 23:27:51.236346,2026-03-13 23:28:04.646666,0 days 00:00:13.410320,tanh,0.0,4,0.6,COMPLETE
224,224,0.44812890887260437,2026-03-13 23:28:04.812324,2026-03-13 23:28:18.260905,0 days 00:00:13.448581,tanh,0.0,4,0.6,COMPLETE
225,225,0.46342071890830994,2026-03-13 23:28:18.455616,2026-03-13 23:28:31.978314,0 days 00:00:13.522698,tanh,0.0,4,0.7,COMPLETE
226,226,0.4354790151119232,2026-03-13 23:28:32.154382,2026-03-13 23:28:45.847592,0 days 00:00:13.693210,tanh,0.0,4,0.6,COMPLETE
227,227,0.46594977378845215,2026-03-13 23:28:46.011113,2026-03-13 23:28:59.637023,0 days 00:00:13.625910,tanh,0.0,4,0.65,COMPLETE
228,228,0.44435951113700867,2026-03-13 23:28:59.796769,2026-03-13 23:29:13.626355,0 days 00:00:13.829586,tanh,0.05,4,0.6,COMPLETE
229,229,0.43653228878974915,2026-03-13 23:29:13.809215,2026-03-13 23:29:27.240431,0 days 00:00:13.431216,tanh,0.0,4,0.55,COMPLETE
230,230,0.44690313935279846,2026-03-13 23:29:27.416459,2026-03-13 23:29:41.033209,0 days 00:00:13.616750,tanh,0.0,4,0.75,COMPLETE
231,231,0.4493664503097534,2026-03-13 23:29:41.210478,2026-03-13 23:29:54.793233,0 days 00:00:13.582755,tanh,0.0,3,0.6,COMPLETE
232,232,0.4557095766067505,2026-03-13 23:29:54.985266,2026-03-13 23:30:08.401388,0 days 00:00:13.416122,tanh,0.0,3,0.6,COMPLETE
233,233,0.6421602368354797,2026-03-13 23:30:08.577536,2026-03-13 23:30:22.480401,0 days 00:00:13.902865,tanh,0.0,5,0.6,COMPLETE
234,234,0.4827599823474884,2026-03-13 23:30:22.655082,2026-03-13 23:30:35.990827,0 days 00:00:13.335745,tanh,0.0,3,0.6,COMPLETE
235,235,0.42566919326782227,2026-03-13 23:30:36.183755,2026-03-13 23:30:49.303916,0 days 00:00:13.120161,tanh,0.0,3,0.7,COMPLETE
236,236,0.5441471934318542,2026-03-13 23:30:49.475560,2026-03-13 23:31:03.109678,0 days 00:00:13.634118,tanh,0.0,3,0.7,COMPLETE
237,237,0.6419617533683777,2026-03-13 23:31:03.252829,2026-03-13 23:31:16.814368,0 days 00:00:13.561539,sigmoid,0.0,3,0.7,COMPLETE
238,238,0.4568323493003845,2026-03-13 23:31:16.994071,2026-03-13 23:31:30.458436,0 days 00:00:13.464365,tanh,0.0,3,0.7,COMPLETE
239,239,0.4655376970767975,2026-03-13 23:31:30.647631,2026-03-13 23:31:44.187363,0 days 00:00:13.539732,tanh,0.0,4,0.65,COMPLETE
240,240,0.4681098163127899,2026-03-13 23:31:44.373425,2026-03-13 23:31:57.962933,0 days 00:00:13.589508,tanh,0.0,3,0.7,COMPLETE
241,241,0.49004659056663513,2026-03-13 23:31:58.138881,2026-03-13 23:32:11.493357,0 days 00:00:13.354476,tanh,0.0,3,0.6,COMPLETE
242,242,0.48394057154655457,2026-03-13 23:32:11.685389,2026-03-13 23:32:24.970923,0 days 00:00:13.285534,tanh,0.0,3,0.75,COMPLETE
243,243,0.442211776971817,2026-03-13 23:32:25.149972,2026-03-13 23:32:38.681549,0 days 00:00:13.531577,tanh,0.0,3,0.7,COMPLETE
244,244,0.4283246695995331,2026-03-13 23:32:38.862101,2026-03-13 23:32:52.328907,0 days 00:00:13.466806,tanh,0.0,3,0.6,COMPLETE
245,245,0.4588303864002228,2026-03-13 23:32:52.503968,2026-03-13 23:33:06.069629,0 days 00:00:13.565661,tanh,0.0,3,0.65,COMPLETE
246,246,0.45570674538612366,2026-03-13 23:33:06.256698,2026-03-13 23:33:20.073743,0 days 00:00:13.817045,tanh,0.0,3,0.65,COMPLETE
247,247,0.46457576751708984,2026-03-13 23:33:20.239393,2026-03-13 23:33:33.632154,0 days 00:00:13.392761,tanh,0.0,3,0.6,COMPLETE
248,248,0.4711322486400604,2026-03-13 23:33:33.812680,2026-03-13 23:33:47.966356,0 days 00:00:14.153676,tanh,0.05,4,0.7,COMPLETE
249,249,0.45247286558151245,2026-03-13 23:33:48.128386,2026-03-13 23:34:01.488172,0 days 00:00:13.359786,tanh,0.0,3,0.65,COMPLETE
250,250,0.6484336256980896,2026-03-13 23:34:01.658199,2026-03-13 23:34:15.404973,0 days 00:00:13.746774,tanh,0.0,4,0.55,COMPLETE
251,251,0.4921191930770874,2026-03-13 23:34:15.579031,2026-03-13 23:34:29.149247,0 days 00:00:13.570216,tanh,0.0,3,0.5,COMPLETE
252,252,0.4379348158836365,2026-03-13 23:34:29.332091,2026-03-13 23:34:42.844486,0 days 00:00:13.512395,tanh,0.0,3,0.6,COMPLETE
253,253,0.45045268535614014,2026-03-13 23:34:43.020069,2026-03-13 23:34:56.505969,0 days 00:00:13.485900,tanh,0.0,3,0.75,COMPLETE
254,254,0.462475061416626,2026-03-13 23:34:56.668998,2026-03-13 23:35:10.400327,0 days 00:00:13.731329,tanh,0.0,4,0.65,COMPLETE
255,255,0.44568848609924316,2026-03-13 23:35:10.555842,2026-03-13 23:35:24.296070,0 days 00:00:13.740228,tanh,0.0,4,0.6,COMPLETE
256,256,0.4630758762359619,2026-03-13 23:35:24.458589,2026-03-13 23:35:38.198431,0 days 00:00:13.739842,tanh,0.05,3,0.6,COMPLETE
257,257,0.4673280119895935,2026-03-13 23:35:38.357963,2026-03-13 23:35:51.720781,0 days 00:00:13.362818,relu,0.0,3,0.55,COMPLETE
258,258,0.4355488419532776,2026-03-13 23:35:51.886301,2026-03-13 23:36:05.607221,0 days 00:00:13.720920,tanh,0.1,3,0.65,COMPLETE
259,259,0.486032634973526,2026-03-13 23:36:05.780735,2026-03-13 23:36:19.625818,0 days 00:00:13.845083,tanh,0.0,3,0.7,COMPLETE
260,260,0.4284527599811554,2026-03-13 23:36:19.944774,2026-03-13 23:36:33.953052,0 days 00:00:14.008278,tanh,0.05,4,0.6,COMPLETE
261,261,0.45399507880210876,2026-03-13 23:36:34.133105,2026-03-13 23:36:48.037912,0 days 00:00:13.904807,tanh,0.05,4,0.6,COMPLETE
262,262,0.4652092754840851,2026-03-13 23:36:48.203536,2026-03-13 23:37:02.093649,0 days 00:00:13.890113,tanh,0.05,4,0.6,COMPLETE
263,263,0.6508263945579529,2026-03-13 23:37:02.236790,2026-03-13 23:37:15.794661,0 days 00:00:13.557871,tanh,0.0,4,0.6,COMPLETE
264,264,0.6450987458229065,2026-03-13 23:37:15.976687,2026-03-13 23:37:29.960378,0 days 00:00:13.983691,sigmoid,0.05,4,0.55,COMPLETE
265,265,0.643500566482544,2026-03-13 23:37:30.114588,2026-03-13 23:37:43.994491,0 days 00:00:13.879903,tanh,0.0,5,0.6,COMPLETE
266,266,0.4477410614490509,2026-03-13 23:37:44.157915,2026-03-13 23:37:57.892148,0 days 00:00:13.734233,tanh,0.1,4,0.65,COMPLETE
267,267,0.4387068450450897,2026-03-13 23:37:58.055674,2026-03-13 23:38:11.619164,0 days 00:00:13.563490,tanh,0.0,4,0.6,COMPLETE
268,268,0.6885814070701599,2026-03-13 23:38:11.780809,2026-03-13 23:38:25.629450,0 days 00:00:13.848641,tanh,0.15000000000000002,4,0.6,COMPLETE
269,269,0.4232526421546936,2026-03-13 23:38:25.787970,2026-03-13 23:38:39.418767,0 days 00:00:13.630797,tanh,0.0,4,0.65,COMPLETE
270,270,0.45065760612487793,2026-03-13 23:38:39.586856,2026-03-13 23:38:53.099869,0 days 00:00:13.513013,tanh,0.0,4,0.6,COMPLETE
271,271,0.43881750106811523,2026-03-13 23:38:53.257959,2026-03-13 23:39:06.972912,0 days 00:00:13.714953,tanh,0.0,4,0.65,COMPLETE
272,272,0.4280661940574646,2026-03-13 23:39:07.132942,2026-03-13 23:39:20.889141,0 days 00:00:13.756199,tanh,0.05,4,0.55,COMPLETE
273,273,0.44341519474983215,2026-03-13 23:39:21.054175,2026-03-13 23:39:35.182375,0 days 00:00:14.128200,tanh,0.05,4,0.55,COMPLETE
274,274,0.6591652631759644,2026-03-13 23:39:35.323839,2026-03-13 23:39:49.228312,0 days 00:00:13.904473,tanh,0.1,4,0.55,COMPLETE
275,275,0.4971228241920471,2026-03-13 23:39:49.385344,2026-03-13 23:40:03.688315,0 days 00:00:14.302971,tanh,0.05,4,0.75,COMPLETE
276,276,0.42939209938049316,2026-03-13 23:40:03.861919,2026-03-13 23:40:17.693195,0 days 00:00:13.831276,tanh,0.05,4,0.5,COMPLETE
277,277,0.44995906949043274,2026-03-13 23:40:17.832385,2026-03-13 23:40:31.584662,0 days 00:00:13.752277,tanh,0.05,4,0.55,COMPLETE
278,278,0.44006597995758057,2026-03-13 23:40:31.748177,2026-03-13 23:40:45.620010,0 days 00:00:13.871833,tanh,0.05,4,0.5,COMPLETE
279,279,0.6470056176185608,2026-03-13 23:40:45.784044,2026-03-13 23:40:59.689122,0 days 00:00:13.905078,tanh,0.05,5,0.5,COMPLETE
280,280,0.46027320623397827,2026-03-13 23:40:59.841284,2026-03-13 23:41:13.562053,0 days 00:00:13.720769,tanh,0.05,4,0.5,COMPLETE
281,281,0.9174531698226929,2026-03-13 23:41:13.738174,2026-03-13 23:41:28.315207,0 days 00:00:14.577033,relu,0.05,7,0.5,COMPLETE
282,282,0.44529467821121216,2026-03-13 23:41:28.484728,2026-03-13 23:41:42.381348,0 days 00:00:13.896620,tanh,0.05,4,0.5,COMPLETE
283,283,0.4351971745491028,2026-03-13 23:41:42.541377,2026-03-13 23:41:56.271363,0 days 00:00:13.729986,tanh,0.05,4,0.55,COMPLETE
284,284,0.4426787793636322,2026-03-13 23:41:56.435891,2026-03-13 23:42:10.056921,0 days 00:00:13.621030,tanh,0.0,4,0.55,COMPLETE
285,285,0.4426024556159973,2026-03-13 23:42:10.220620,2026-03-13 23:42:23.889121,0 days 00:00:13.668501,tanh,0.0,4,0.55,COMPLETE
286,286,0.4334190785884857,2026-03-13 23:42:24.164281,2026-03-13 23:42:38.209302,0 days 00:00:14.045021,tanh,0.05,4,0.5,COMPLETE
287,287,0.46491003036499023,2026-03-13 23:42:38.363683,2026-03-13 23:42:51.692816,0 days 00:00:13.329133,tanh,0.0,4,0.65,COMPLETE
288,288,0.6468348503112793,2026-03-13 23:42:51.851839,2026-03-13 23:43:05.943419,0 days 00:00:14.091580,sigmoid,0.15000000000000002,5,0.8,COMPLETE
289,289,0.4266742467880249,2026-03-13 23:43:06.108949,2026-03-13 23:43:20.195938,0 days 00:00:14.086989,tanh,0.1,4,0.65,COMPLETE
290,290,0.437294602394104,2026-03-13 23:43:20.339050,2026-03-13 23:43:34.246013,0 days 00:00:13.906963,tanh,0.05,4,0.65,COMPLETE
291,291,0.4319719970226288,2026-03-13 23:43:34.401032,2026-03-13 23:43:48.398633,0 days 00:00:13.997601,tanh,0.1,4,0.65,COMPLETE
292,292,0.6544913053512573,2026-03-13 23:43:48.567681,2026-03-13 23:44:03.391838,0 days 00:00:14.824157,tanh,0.1,8,0.65,COMPLETE
293,293,0.43236756324768066,2026-03-13 23:44:03.555352,2026-03-13 23:44:17.619736,0 days 00:00:14.064384,tanh,0.05,4,0.65,COMPLETE
294,294,0.6658216714859009,2026-03-13 23:44:17.787767,2026-03-13 23:44:32.106391,0 days 00:00:14.318624,tanh,0.1,6,0.65,COMPLETE
295,295,0.45526617765426636,2026-03-13 23:44:32.247432,2026-03-13 23:44:46.095831,0 days 00:00:13.848399,tanh,0.05,3,0.5,COMPLETE
296,296,0.4269004464149475,2026-03-13 23:44:46.277985,2026-03-13 23:44:59.827899,0 days 00:00:13.549914,tanh,0.0,4,0.65,COMPLETE
297,297,0.4521818161010742,2026-03-13 23:45:00.028856,2026-03-13 23:45:13.619096,0 days 00:00:13.590240,tanh,0.0,4,0.65,COMPLETE
298,298,0.5246643424034119,2026-03-13 23:45:13.810767,2026-03-13 23:45:26.962755,0 days 00:00:13.151988,tanh,0.0,2,0.65,COMPLETE
299,299,0.4817836582660675,2026-03-13 23:45:27.137781,2026-03-13 23:45:40.465013,0 days 00:00:13.327232,tanh,0.0,3,0.65,COMPLETE
300,300,0.46693482995033264,2026-03-13 23:45:40.654075,2026-03-13 23:45:54.525600,0 days 00:00:13.871525,tanh,0.0,4,0.65,COMPLETE
301,301,0.4136366844177246,2026-03-13 23:45:54.703153,2026-03-13 23:46:08.199982,0 days 00:00:13.496829,tanh,0.0,3,0.65,COMPLETE
302,302,0.42671293020248413,2026-03-13 23:46:08.370008,2026-03-13 23:46:21.601963,0 days 00:00:13.231955,tanh,0.0,3,0.65,COMPLETE
303,303,0.4220625162124634,2026-03-13 23:46:21.810996,2026-03-13 23:46:35.317491,0 days 00:00:13.506495,tanh,0.0,3,0.65,COMPLETE
304,304,0.4070816934108734,2026-03-13 23:46:35.521223,2026-03-13 23:46:49.440925,0 days 00:00:13.919702,tanh,0.0,3,0.65,COMPLETE
305,305,0.48905181884765625,2026-03-13 23:46:49.602952,2026-03-13 23:47:03.008170,0 days 00:00:13.405218,relu,0.0,3,0.65,COMPLETE
306,306,0.5592471957206726,2026-03-13 23:47:03.227704,2026-03-13 23:47:16.826965,0 days 00:00:13.599261,tanh,0.0,3,0.65,COMPLETE
307,307,0.4620496332645416,2026-03-13 23:47:17.060487,2026-03-13 23:47:30.524789,0 days 00:00:13.464302,tanh,0.0,3,0.65,COMPLETE
308,308,0.4123373031616211,2026-03-13 23:47:30.677317,2026-03-13 23:47:43.989985,0 days 00:00:13.312668,tanh,0.0,3,0.65,COMPLETE
309,309,0.43096330761909485,2026-03-13 23:47:44.163612,2026-03-13 23:47:58.044951,0 days 00:00:13.881339,tanh,0.0,3,0.65,COMPLETE
310,310,0.4665473401546478,2026-03-13 23:47:58.217480,2026-03-13 23:48:11.806506,0 days 00:00:13.589026,tanh,0.15000000000000002,3,0.65,COMPLETE
311,311,0.5190256834030151,2026-03-13 23:48:12.039686,2026-03-13 23:48:25.410484,0 days 00:00:13.370798,tanh,0.0,3,0.65,COMPLETE
312,312,0.6442574262619019,2026-03-13 23:48:25.588170,2026-03-13 23:48:38.983055,0 days 00:00:13.394885,sigmoid,0.0,3,0.65,COMPLETE
313,313,0.483754962682724,2026-03-13 23:48:39.132579,2026-03-13 23:48:52.412988,0 days 00:00:13.280409,tanh,0.0,3,0.65,COMPLETE
314,314,0.4601120948791504,2026-03-13 23:48:52.564025,2026-03-13 23:49:06.122584,0 days 00:00:13.558559,tanh,0.0,3,0.65,COMPLETE
315,315,0.43092602491378784,2026-03-13 23:49:06.309159,2026-03-13 23:49:19.860102,0 days 00:00:13.550943,tanh,0.0,3,0.65,COMPLETE
316,316,0.43884098529815674,2026-03-13 23:49:20.011125,2026-03-13 23:49:33.181238,0 days 00:00:13.170113,tanh,0.0,3,0.65,COMPLETE
317,317,0.4547204375267029,2026-03-13 23:49:33.354663,2026-03-13 23:49:46.838526,0 days 00:00:13.483863,tanh,0.0,3,0.65,COMPLETE
318,318,0.4624607264995575,2026-03-13 23:49:47.001551,2026-03-13 23:50:00.329775,0 days 00:00:13.328224,tanh,0.0,3,0.65,COMPLETE
319,319,0.4386798143386841,2026-03-13 23:50:00.495823,2026-03-13 23:50:14.089239,0 days 00:00:13.593416,tanh,0.0,3,0.65,COMPLETE
320,320,0.4604751169681549,2026-03-13 23:50:14.282328,2026-03-13 23:50:28.097605,0 days 00:00:13.815277,tanh,0.2,3,0.65,COMPLETE
321,321,0.4451792240142822,2026-03-13 23:50:28.273692,2026-03-13 23:50:41.792158,0 days 00:00:13.518466,tanh,0.0,3,0.65,COMPLETE
322,322,0.4121173620223999,2026-03-13 23:50:41.960191,2026-03-13 23:50:55.299711,0 days 00:00:13.339520,tanh,0.0,3,0.7,COMPLETE
323,323,0.44895103573799133,2026-03-13 23:50:55.481267,2026-03-13 23:51:08.965139,0 days 00:00:13.483872,tanh,0.0,3,0.7,COMPLETE
324,324,0.47696980834007263,2026-03-13 23:51:09.135171,2026-03-13 23:51:22.786800,0 days 00:00:13.651629,tanh,0.0,3,0.7,COMPLETE
325,325,0.43704771995544434,2026-03-13 23:51:22.963831,2026-03-13 23:51:36.677065,0 days 00:00:13.713234,tanh,0.2,3,0.7,COMPLETE
326,326,0.5046132206916809,2026-03-13 23:51:36.816090,2026-03-13 23:51:50.126736,0 days 00:00:13.310646,relu,0.0,3,0.7,COMPLETE
327,327,0.4786723554134369,2026-03-13 23:51:50.289908,2026-03-13 23:52:03.749972,0 days 00:00:13.460064,tanh,0.0,3,0.7,COMPLETE
328,328,0.4515976011753082,2026-03-13 23:52:03.924512,2026-03-13 23:52:17.426038,0 days 00:00:13.501526,tanh,0.0,3,0.65,COMPLETE
329,329,0.46226295828819275,2026-03-13 23:52:17.596078,2026-03-13 23:52:31.053772,0 days 00:00:13.457694,tanh,0.0,3,0.65,COMPLETE
330,330,0.4447046220302582,2026-03-13 23:52:31.229389,2026-03-13 23:52:44.596598,0 days 00:00:13.367209,tanh,0.0,3,0.65,COMPLETE
331,331,0.464947372674942,2026-03-13 23:52:44.770124,2026-03-13 23:52:58.119771,0 days 00:00:13.349647,tanh,0.0,3,1.0,COMPLETE
332,332,0.46886056661605835,2026-03-13 23:52:58.295050,2026-03-13 23:53:11.796850,0 days 00:00:13.501800,tanh,0.0,3,0.7,COMPLETE
333,333,0.432192325592041,2026-03-13 23:53:11.989872,2026-03-13 23:53:25.362188,0 days 00:00:13.372316,tanh,0.0,3,0.65,COMPLETE
334,334,0.46974313259124756,2026-03-13 23:53:25.519282,2026-03-13 23:53:39.023055,0 days 00:00:13.503773,tanh,0.0,3,0.7,COMPLETE
335,335,0.43083205819129944,2026-03-13 23:53:39.212707,2026-03-13 23:53:52.442684,0 days 00:00:13.229977,tanh,0.0,3,0.65,COMPLETE
336,336,0.6434745788574219,2026-03-13 23:53:52.640217,2026-03-13 23:54:06.090298,0 days 00:00:13.450081,sigmoid,0.0,3,0.65,COMPLETE
337,337,0.4634058475494385,2026-03-13 23:54:06.254327,2026-03-13 23:54:19.647435,0 days 00:00:13.393108,tanh,0.0,3,0.65,COMPLETE
338,338,0.46370193362236023,2026-03-13 23:54:19.839345,2026-03-13 23:54:33.304961,0 days 00:00:13.465616,tanh,0.45,2,0.7,COMPLETE
339,339,0.4690864086151123,2026-03-13 23:54:33.496390,2026-03-13 23:54:47.034108,0 days 00:00:13.537718,tanh,0.0,3,0.65,COMPLETE
340,340,0.4129205048084259,2026-03-13 23:54:47.230503,2026-03-13 23:55:00.758502,0 days 00:00:13.527999,tanh,0.0,3,0.65,COMPLETE
341,341,0.4537217617034912,2026-03-13 23:55:00.951300,2026-03-13 23:55:14.445321,0 days 00:00:13.494021,tanh,0.0,3,0.65,COMPLETE
342,342,0.4473174512386322,2026-03-13 23:55:14.640906,2026-03-13 23:55:28.177156,0 days 00:00:13.536250,tanh,0.0,3,0.65,COMPLETE
343,343,0.46226298809051514,2026-03-13 23:55:28.364184,2026-03-13 23:55:42.019558,0 days 00:00:13.655374,tanh,0.0,3,0.65,COMPLETE
